epoch,train_loss,train_acc,f1,recall,val_acc,val_loss
1,0.6931070601097261,50.438094486324346,42.52709353807003,50.438094486324346,51.45247868645406,17.327449142932892
2,0.6930833627479245,50.63148754785492,44.53657723103683,50.63148754785492,49.87369750552573,17.33096420764923
3,0.6931003545871889,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330419898033142
4,0.6931051443321536,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330445170402527
5,0.6930857547605881,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330097436904907
6,0.6930974384750983,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330082774162292
7,0.6930944937648196,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.3297900557518
8,0.6930979210318942,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329968750476837
9,0.6930943245839591,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33023291826248
10,0.6930967168976562,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.32987290620804
11,0.6930882668856418,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.32998901605606
12,0.6930916742845015,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330121278762817
13,0.6930897094384588,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330311477184296
14,0.6930907648621183,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33025473356247
15,0.6930906020029627,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330070674419403
16,0.6930886082576982,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330300331115723
17,0.6930882798300849,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33026474714279
18,0.6930883547874412,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330746948719025
19,0.6930871825627606,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33081978559494
20,0.6930873896738495,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33072417974472
21,0.6930867243896831,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330593526363373
22,0.6930874300123465,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330986261367798
23,0.6930867824891601,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33109539747238
24,0.6930880552590496,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.331053853034973
25,0.6930863134788744,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330573201179504
26,0.6930858971494617,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33065301179886
27,0.6930903726153903,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33090990781784
28,0.693087601902509,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33093285560608
29,0.6930861093781211,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330979585647583
30,0.6930870356583836,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330921053886414
31,0.6930861445990476,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330562710762024
32,0.6930865308251044,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330937385559082
33,0.6930863110706059,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33094847202301
