model,dropout,weight_decay,best_epoch,val_acc,train_acc,f1,recall,val_loss,filename
lstm_attention,0.1,1e-05,23,89.58004420587307,92.25638394442907,92.25654607564636,92.2563839444291,6.847019672393799,lstm_attention_dp0.1_wd1e-05.csv
lstm_attention,0.4,1e-05,24,89.59583201768235,91.91893278604412,91.9190946026919,91.91893278604412,6.9989075511693954,lstm_attention_dp0.4_wd1e-05.csv
lstm_attention,0.5,0.001,4,51.357751815598355,50.64727473655129,42.94203734721368,50.64727473655128,17.32822149991989,lstm_attention_dp0.5_wd0.001.csv
lstm_attention,0.1,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328415155410767,lstm_attention_dp0.1_wd0.1.csv
lstm_attention,0.2,1e-05,24,89.59583201768235,92.23862335714568,92.23879823760583,92.23862335714568,6.998181000351906,lstm_attention_dp0.2_wd1e-05.csv
lstm_attention,0.2,0.01,1,49.87369750552573,50.268382207838336,49.944675192912825,50.268382207838336,17.330298006534576,lstm_attention_dp0.2_wd0.01.csv
lstm_attention,0.3,0.001,4,51.40511525102621,50.69068950546632,43.01907737572729,50.69068950546631,17.328223168849945,lstm_attention_dp0.3_wd0.001.csv
lstm_attention,0.1,0.01,1,49.87369750552573,50.27232900501243,49.945753385691106,50.27232900501243,17.33029556274414,lstm_attention_dp0.1_wd0.01.csv
lstm_attention,0.4,0.001,4,51.34196400378907,50.67490231676994,42.997001509612616,50.674902316769945,17.328219830989838,lstm_attention_dp0.4_wd0.001.csv
lstm_attention,0.5,1e-05,31,89.58004420587307,92.9253660654379,92.92546794401945,92.9253660654379,6.963843449950218,lstm_attention_dp0.5_wd1e-05.csv
lstm_attention,0.5,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328415036201477,lstm_attention_dp0.5_wd0.1.csv
lstm_attention,0.4,0.01,1,49.87369750552573,50.30785017957927,49.98182984203689,50.30785017957927,17.330296993255615,lstm_attention_dp0.4_wd0.01.csv
lstm_attention,0.1,0.001,4,51.32617619197979,50.65714172948652,42.97935184960862,50.65714172948652,17.3282288312912,lstm_attention_dp0.1_wd0.001.csv
lstm_attention,0.3,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328415274620056,lstm_attention_dp0.3_wd0.1.csv
lstm_attention,0.2,0.001,4,51.31038838017051,50.68871610687927,43.0196696279984,50.68871610687927,17.328226685523987,lstm_attention_dp0.2_wd0.001.csv
lstm_attention,0.3,0.01,1,49.87369750552573,50.276275802186525,49.95262016728799,50.27627580218652,17.330299615859985,lstm_attention_dp0.3_wd0.01.csv
lstm_attention,0.4,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.32841545343399,lstm_attention_dp0.4_wd0.1.csv
lstm_attention,0.2,0.0001,23,89.4537417113988,90.99735564589336,90.99758277306596,90.99735564589336,6.892343640327454,lstm_attention_dp0.2_wd0.0001.csv
lstm_attention,0.5,0.0001,39,89.58004420587307,92.99640841457158,92.99648286691912,92.99640841457158,7.082146301865578,lstm_attention_dp0.5_wd0.0001.csv
lstm_attention,0.3,1e-05,24,89.5484685822545,92.12416623909698,92.12434369852146,92.12416623909697,7.012913823127747,lstm_attention_dp0.3_wd1e-05.csv
lstm_attention,0.4,0.0001,28,89.46952952320808,91.47097130678456,91.47118308400889,91.47097130678456,6.844664961099625,lstm_attention_dp0.4_wd0.0001.csv
lstm_attention,0.3,0.0001,23,89.3590148405431,90.91052610806332,90.91077184967754,90.91052610806332,6.8720826506614685,lstm_attention_dp0.3_wd0.0001.csv
lstm_attention,0.2,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328415632247925,lstm_attention_dp0.2_wd0.1.csv
lstm,0.1,0.01,1,49.87369750552573,51.11299680309429,46.628500554086195,51.11299680309429,17.326161444187164,lstm_dp0.1_wd0.01.csv
lstm,0.3,0.001,65,89.29586359330597,93.904171764613,93.90433805885723,93.90417176461304,7.228210285305977,lstm_dp0.3_wd0.001.csv
lstm,0.2,1e-05,39,89.95895168929586,95.12767888858193,95.12774745872096,95.12767888858193,7.196218550205231,lstm_dp0.2_wd1e-05.csv
lstm,0.4,0.01,1,49.87369750552573,51.09523621581087,46.737588872272774,51.09523621581087,17.32632052898407,lstm_dp0.4_wd0.01.csv
lstm,0.3,0.01,1,49.87369750552573,51.01235347515491,46.42950549252547,51.01235347515492,17.32610434293747,lstm_dp0.3_wd0.01.csv
lstm,0.5,0.001,65,89.29586359330597,93.80944863243478,93.80961230362152,93.80944863243478,7.215077102184296,lstm_dp0.5_wd0.001.csv
lstm,0.4,1e-05,25,89.94316387748658,93.23518964360422,93.23534443238218,93.23518964360422,6.759670183062553,lstm_dp0.4_wd1e-05.csv
lstm,0.1,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.32896077632904,lstm_dp0.1_wd0.1.csv
lstm,0.1,1e-05,39,89.97473950110515,95.173067056084,95.17310858807218,95.173067056084,7.215989127755165,lstm_dp0.1_wd1e-05.csv
lstm,0.1,0.0001,30,89.80107357120303,93.05955716935706,93.05972144467798,93.05955716935706,6.609730646014214,lstm_dp0.1_wd0.0001.csv
lstm,0.3,0.0001,34,89.94316387748658,93.67525752851562,93.6753954867655,93.67525752851562,6.710407450795174,lstm_dp0.3_wd0.0001.csv
lstm,0.4,0.0001,36,89.88001263024945,93.79168804515136,93.79180816659223,93.79168804515136,6.868841722607613,lstm_dp0.4_wd0.0001.csv
lstm,0.5,0.01,1,49.87369750552573,51.160358369183406,47.01344914566473,51.16035836918341,17.326456487178802,lstm_dp0.5_wd0.01.csv
lstm,0.2,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328622341156006,lstm_dp0.2_wd0.1.csv
lstm,0.3,1e-05,35,90.06946637196084,94.5632868926866,94.56336694594884,94.56328689268658,6.9965299516916275,lstm_dp0.3_wd1e-05.csv
lstm,0.5,0.0001,29,89.8326491948216,92.8069621502151,92.80712079609494,92.8069621502151,6.797361195087433,lstm_dp0.5_wd0.0001.csv
lstm,0.2,0.0001,35,89.81686138301231,93.67131073134152,93.67143231187548,93.67131073134152,6.787397399544716,lstm_dp0.2_wd0.0001.csv
lstm,0.4,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328656435012817,lstm_dp0.4_wd0.1.csv
lstm,0.2,0.001,65,89.31165140511526,93.89627817026484,93.89642657725024,93.89627817026484,7.215796306729317,lstm_dp0.2_wd0.001.csv
lstm,0.1,0.001,58,89.32743921692453,93.45621028535344,93.45641133804948,93.45621028535344,7.122890487313271,lstm_dp0.1_wd0.001.csv
lstm,0.3,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328627049922943,lstm_dp0.3_wd0.1.csv
lstm,0.5,1e-05,29,89.99052731291442,93.75814026917156,93.75826189293774,93.75814026917156,6.786720633506775,lstm_dp0.5_wd1e-05.csv
lstm,0.2,0.01,1,49.87369750552573,51.126810593203615,46.60026505940614,51.12681059320362,17.32613295316696,lstm_dp0.2_wd0.01.csv
lstm,0.4,0.001,74,89.2642879696874,94.35015984528556,94.35031212486462,94.35015984528556,7.441131964325905,lstm_dp0.4_wd0.001.csv
lstm,0.5,0.1,1,50.12630249447427,49.43955480127876,32.71248475276815,49.43955480127876,17.328686952590942,lstm_dp0.5_wd0.1.csv
