epoch,train_loss,train_acc,f1,recall,val_acc,val_loss
1,0.6928231183326605,51.25902829853574,43.008537174958825,51.25902829853574,50.252604988948534,17.32071816921234
2,0.6929389825372985,52.452934443698936,44.676696257711164,52.452934443698936,49.87369750552573,17.327767193317413
3,0.6930840277310574,50.818960413624346,35.218215972211425,50.818960413624346,49.87369750552573,17.329215466976166
4,0.6930976552192611,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329643547534943
5,0.6930975868846431,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329460501670837
6,0.6931018371774693,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329871594905853
7,0.6931005960161035,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329578280448914
8,0.6930998009864731,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329590141773224
9,0.6930975071107498,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329566717147827
10,0.6930965693912121,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.329676568508148
11,0.6930951539314154,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330051958560944
12,0.6930916884330788,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33020669221878
13,0.6930917052909581,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330387890338898
14,0.6930918022237643,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330166459083557
15,0.6930903629823164,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330234169960022
16,0.6930898265405134,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33019858598709
17,0.6930876919115433,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330402314662933
18,0.6930891043610043,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330591142177582
19,0.6930875182151794,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330616116523743
20,0.6930868165059523,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330925047397614
21,0.6930869224697652,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.33098953962326
22,0.6930879580252098,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330902099609375
23,0.6930870880382229,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330530107021332
24,0.6930862638083372,50.56044519872124,33.95790461855788,50.56044519872124,49.87369750552573,17.330790758132935
