epoch,train_loss,train_acc,f1,recall,val_acc,val_loss
1,0.6692893032473747,59.96763626317244,59.60789416769712,59.96763626317243,70.93463845910956,14.45339697599411
2,0.4514795940632772,79.60492560287327,79.60181741927455,79.60492560287327,82.17556046731923,10.164705902338028
3,0.39088045813218514,83.22019181434266,83.21569232726931,83.22019181434266,84.02273444900537,9.61343902349472
4,0.3660616704610863,84.57591664364368,84.5717278476577,84.57591664364368,84.8437006630881,8.979037433862686
5,0.34722561705293076,85.50736077672968,85.50528233436339,85.50736077672968,85.1278812756552,8.921115070581436
6,0.33246025631223064,86.27895962426491,86.27789527675101,86.2789596242649,86.13830123144932,8.420883983373642
7,0.3201233350267314,86.81967083711568,86.81884739101534,86.81967083711568,86.5329965266814,8.280138194561005
8,0.3092227035550156,87.45510518214469,87.45492445774477,87.45510518214469,87.06978212819703,7.912795513868332
9,0.29615175460625176,87.976082409125,87.97606899382939,87.976082409125,87.24344805809915,7.786118134856224
10,0.28998462359110516,88.36878872794728,88.36895048738175,88.36878872794726,87.36975055257341,7.627630740404129
11,0.28196115091894614,88.76741524253069,88.7674946624972,88.76741524253069,87.81180928323334,7.645772635936737
12,0.280057248819356,88.7634684453566,88.7636172243447,88.7634684453566,87.84338490685191,7.437497973442078
13,0.2700836754808522,89.30220625962032,89.30242885674153,89.30220625962032,88.00126302494475,7.325940892100334
14,0.2643233065051262,89.49559932115089,89.49580110553069,89.49559932115089,88.58541206188822,7.134966596961021
15,0.2595811033941279,89.81726329083948,89.81752411008067,89.81726329083949,88.63277549731608,7.139758795499802
16,0.2531708920694361,90.09156569443897,90.09186840006986,90.09156569443896,88.4117461319861,7.2844934314489365
17,0.24850231981036638,90.32837352488455,90.3286753250999,90.32837352488455,88.6959267445532,7.183006048202515
18,0.2450518034624331,90.45467103445554,90.45497076826776,90.45467103445553,88.66435112093464,7.096197009086609
19,0.2415194029007295,90.62043651576745,90.62073051954602,90.62043651576745,88.72750236817177,7.094969853758812
