epoch,train_loss,train_acc,f1,recall,val_acc,val_loss
1,0.6189456577553893,73.27228953704069,73.27263439461828,73.27228953704069,49.9052731291443,132.69250345230103
2,0.4744406238649831,79.48652168765047,79.48713227328994,79.48652168765047,50.5683612251342,84.22800779342651
3,0.42435713849886497,81.73224927970952,81.73275613875212,81.7322492797095,51.59456899273761,63.770933866500854
4,0.4005862558730925,82.63606583257686,82.6366082692924,82.63606583257686,54.68898010735712,43.55330014228821
5,0.3803496372820151,83.29518096065043,83.2957001991865,83.29518096065043,57.546574044837385,36.51814913749695
6,0.3640460752778583,84.05691281525043,84.05730704149555,84.05691281525043,57.89390590464161,34.72871935367584
7,0.35356031027105117,84.70418755180171,84.70457787722995,84.70418755180171,62.330281023050205,26.790767788887024
8,0.34611150968556453,85.04755890594782,85.04794610592306,85.04755890594782,64.98263340700979,23.326901137828827
9,0.3390838389444833,85.44815881911829,85.44861590509079,85.44815881911828,64.8721187243448,23.404422163963318
10,0.3339837268747465,85.56656273434108,85.56700710390018,85.56656273434108,66.49826334070097,21.172582387924194
11,0.3307473761866791,85.71062083119548,85.71097990905639,85.71062083119548,71.10830438901168,17.36669170856476
12,0.32657582651485095,86.05201878675454,86.05200007975532,86.05201878675454,71.02936532996527,17.506637156009674
13,0.3209737337598897,86.27895962426491,86.27923798946907,86.2789596242649,74.2027155036312,15.114267349243164
14,0.3201607820963619,86.51774085329755,86.51810970907586,86.51774085329755,73.60277865487843,15.225091576576233
15,0.3172597795574352,86.3421083790504,86.34246456669331,86.3421083790504,73.11335648879066,15.298434525728226
16,0.31413537143456816,86.71113391482811,86.7114253775175,86.71113391482812,71.64508999052731,16.53321662545204
17,0.3106764451873423,86.86900580179184,86.86932086388006,86.86900580179184,73.66592990211556,15.352851510047913
18,0.306987809186632,87.10976042941154,87.10991791233607,87.10976042941154,72.46605620461004,15.996398359537125
19,0.3073802427812056,86.96570233255713,86.96592266499137,86.96570233255713,71.97663403852226,16.22987800836563
20,0.30603770475194914,87.2400047361566,87.24032411494522,87.2400047361566,73.99747395011052,14.68675571680069
21,0.30369921141501627,87.28539290365867,87.2855188241513,87.28539290365867,74.12377644458478,14.823505908250809
22,0.30237115919589996,87.34064806409599,87.34091471095307,87.34064806409599,75.57625513103883,13.609812587499619
23,0.3018051373838174,87.2478983305048,87.24805851578144,87.2478983305048,74.7552889169561,14.062224715948105
24,0.298778001181405,87.5064135454079,87.50670083359182,87.5064135454079,75.07104515314177,13.915627181529999
25,0.29726649519771037,87.48865295812448,87.48897342207587,87.48865295812448,75.5131038838017,13.35850927233696
26,0.29739893912666976,87.5656155030193,87.56590425786334,87.5656155030193,75.57625513103883,13.328643262386322
